traditional,pronunciation,pronunciations,audio,definitions,pos
犁頭,lai¹¹teu¹¹,四⃞lai¹¹teu¹¹ 海⃞lai⁵⁵teu⁵⁵ 大⃞le¹¹³teu¹¹³ 平⃞le⁵⁵teu⁵⁵ 安⃞le⁵³teu⁵³ 南⃞lai¹¹teu¹¹,07341,一種器具。為耕地用的農具，安裝在犁的下端，用來翻土，形狀略呈三角，多為鐵製品。,
犒,kau²⁴,四⃞kau²⁴ 海⃞kau⁵³ 大⃞kau³¹ 平⃞kau⁵³ 安⃞koo³¹,06688,以酒食或錢物賞勞他人。,
犒,ko⁵⁵,四⃞ko⁵⁵ 海⃞ko¹¹ 大⃞kau⁵³ 平⃞ko⁵³ 安⃞koo³¹,07108,以酒食或錢物賞勞他人。,
犯,fam²⁴,四⃞fam²⁴ 海⃞fam⁵³ 大⃞fam⁵³ 平⃞fam²⁴ 安⃞fam⁵⁵ 南⃞fam²⁴,02765,衝撞、侵擾、得罪。,
犯,fam⁵⁵,四⃞fam⁵⁵ 海⃞fam³³ 大⃞fam⁵³ 平⃞fam²⁴ 安⃞fam⁵⁵ 南⃞fam⁵⁵,02775,違抗 、牴觸法規的行為。|犯罪的人。,|
犯人,fam⁵⁵ngin¹¹,四⃞fam⁵⁵ngin¹¹ 海⃞fam³³ngin⁵⁵ 大⃞fam⁵³ngin¹¹³ 平⃞fam²⁴ngin⁵⁵ 安⃞fam⁵⁵ngin⁵³ 南⃞fam⁵⁵ngin¹¹,02778,行為觸犯法律的人。,名
犯法,fam⁵⁵fab²,四⃞fam⁵⁵fab² 海⃞fam³³fab⁵ 大⃞fam⁵³fab²¹ 平⃞fam²⁴fab² 安⃞fam⁵⁵fad²⁴ 南⃞fam⁵⁵fab²,02777,違背、抵觸法律的行為。,名
犯罪,fam⁵⁵cui⁵⁵,四⃞fam⁵⁵cui⁵⁵ 海⃞fam³³cui³³ 大⃞fam⁵³cui⁵³ 平⃞fam²⁴cui²⁴ 安⃞fam⁵⁵cui⁵⁵ 南⃞fam⁵⁵cui⁵⁵,02776,違反法律的行為。,名
犯著,fam²⁴do³¹,四⃞fam²⁴do³¹ 海⃞fam⁵³do²⁴ 大⃞fam⁵³do³¹ 平⃞fam²⁴do⁵³ 安⃞fam⁵⁵choo⁵⁵ 南⃞fam²⁴do³¹,02766,衝撞、侵擾、得罪。,動
狀,cong⁵⁵,四⃞cong⁵⁵ 海⃞cong³³ 大⃞cong⁵³ 平⃞cong²⁴ 安⃞cong⁵⁵ 南⃞cong⁵⁵,01547,形態、容貌、樣子。|情況。|獎勵或證明用的文書。|打官司的呈文。,|||
狀元,cong⁵⁵ngien¹¹,四⃞cong⁵⁵ngien¹¹ 海⃞cong³³ngien⁵⁵ 大⃞chong⁵³ngien¹¹³ 平⃞cong²⁴ngien⁵⁵ 安⃞cong⁵⁵ngien⁵³ 南⃞cong⁵⁵ngian¹¹,01549,古代科舉制度中，殿試第一名的人。現稱各類考試中的榜首。|比喻行業中表現出色的人。,名|名
狀元郎,cong⁵⁵ngien¹¹long¹¹,四⃞cong⁵⁵ngien¹¹long¹¹ 海⃞cong³³ngien⁵⁵long⁵⁵ 大⃞chong⁵³ngien¹¹³long¹¹³ 平⃞cong²⁴ngien⁵⁵long⁵⁵ 安⃞cong⁵⁵ngien⁵³long⁵³ 南⃞cong⁵⁵ngian¹¹long¹¹,01551,中國古代科舉制度中，殿試第一名的人。現稱各類考試中的榜首。,名
狀態,cong⁵⁵tai⁵⁵,四⃞cong⁵⁵tai⁵⁵ 海⃞cong³³tai¹¹ 大⃞cong⁵³tai³¹ 平⃞cong²⁴tai⁵³ 安⃞cong⁵⁵tai³¹ 南⃞cong⁵⁵tai⁵⁵,01550,狀況、情形。,名
狀況,cong⁵⁵kong³¹,四⃞cong⁵⁵kong³¹ 海⃞cong³³kong²⁴ 大⃞cong⁵³kong³¹ 平⃞cong²⁴kong⁵³ 南⃞cong⁵⁵kong³¹,01548,情形。,名
狂,kong¹¹,四⃞kong¹¹ 海⃞kong⁵⁵ 大⃞kong¹¹³ 平⃞kong⁵⁵ 安⃞kong⁵³ 南⃞kong¹¹,07204,縱情恣意、不受拘束。|瘋癲的。,|
狂歡,kong¹¹fon²⁴,四⃞kong¹¹fon²⁴ 海⃞kong⁵⁵fon⁵³ 大⃞kong¹¹³fan³³ 平⃞kong⁵⁵fan¹¹ 安⃞kong⁵³fan¹¹ 南⃞kong¹¹fon²⁴,07205,瘋狂的盡情作樂。,副
狂狂,kong¹¹kong¹¹,四⃞kong¹¹kong¹¹ 海⃞kong⁵⁵kong⁵⁵ 大⃞kong¹¹³kong¹¹³ 平⃞kong⁵⁵kong⁵⁵ 安⃞kong⁵³kong⁵³ 南⃞kong¹¹kong¹¹,07206,形容人做事不經思考。,形
狄,tid⁵,四⃞tid⁵ 海⃞tid² 大⃞tid⁵⁴ 平⃞tid⁵ 安⃞tid⁴³ 南⃞tid⁵,12842,姓。,
狐,fu¹¹,四⃞fu¹¹ 海⃞fu⁵⁵ 大⃞fu¹¹³ 平⃞fu⁵⁵ 安⃞fu⁵³ 南⃞fu¹¹,03091,動物名。食肉目犬科。似犬而小，體瘦，面部較長。吻尖突，耳朵三角形。尾大而長，毛多為赤黃色。性聰明敏感，令人覺得狡猾。喜食野鼠、鳥類、家禽等，皮可製裘。常見的種類如赤狐、銀狐、北非小狐等。|姓。,|
狐狸,fu¹¹li¹¹,四⃞fu¹¹li¹¹ 海⃞fu⁵⁵li⁵⁵ 大⃞fu¹¹³li¹¹³ 平⃞fu⁵⁵li⁵⁵ 安⃞fu⁵³li⁵³ 南⃞fu¹¹li¹¹,03092,本指狐和狸兩種動物，後多專指狐。|（貶）因狐狸生性敏感，讓人覺得多疑，故多用來比喻狡詐而多變的人。,"名,形|名,形"
狐狸毋知尾下臭,fu¹¹li¹¹m¹¹di²⁴mi²⁴ha²⁴cu⁵⁵,四⃞fu¹¹li¹¹m¹¹di²⁴mi²⁴ha²⁴cu⁵⁵ 海⃞fu⁵⁵li⁵⁵m⁵⁵di⁵³mui⁵³ha⁵³chiu¹¹ 大⃞fu¹¹³li¹¹³m¹¹³di³³mui³³ha³³chiu⁵³ 平⃞fu⁵⁵li⁵⁵m⁵⁵di¹¹mui¹¹ha²⁴chiu⁵³ 安⃞fu⁵³li⁵³m¹¹di¹¹mui¹¹ha¹¹chiu³¹ 南⃞fu¹¹li¹¹m¹¹di²⁴mi²⁴ha²⁴cu⁵⁵,03097,比喻不知檢討自己的缺失，只顧批評別人。,諺
狐狸精,fu¹¹li¹¹jin²⁴,四⃞fu¹¹li¹¹jin²⁴ 海⃞fu⁵⁵li⁵⁵zin⁵³ 大⃞fu¹¹³li¹¹³zin³³ 平⃞fu⁵⁵li⁵⁵zin¹¹ 安⃞fu⁵³li⁵³zin¹¹ 南⃞fu¹¹li¹¹jin²⁴,03093,傳說能修煉成仙，化為人形而與人交往的狐狸。|比喻以美色誘惑人的女子。,名|名
狐狸花貓,fu¹¹li¹¹fa²⁴meu⁵⁵,四⃞fu¹¹li¹¹fa²⁴meu⁵⁵ 海⃞fu⁵⁵li⁵⁵fa⁵³ngiau¹¹ 大⃞fu¹¹³li¹¹³fa³³ngiau⁵³ 平⃞fu⁵⁵li⁵⁵fa¹¹ngiau⁵³ 南⃞fu¹¹li¹¹fa²⁴meu⁵⁵,03095,形容人說話不符合事實。,形
狐狸莫笑貓,fu¹¹li¹¹mog⁵seu⁵⁵meu⁵⁵,四⃞fu¹¹li¹¹mog⁵seu⁵⁵meu⁵⁵ 海⃞fu⁵⁵li⁵⁵mog²siau¹¹ngiau¹¹ 大⃞fu¹¹³li¹¹³mog⁵⁴siau⁵³ngiau⁵³ 平⃞fu⁵⁵li⁵⁵mog⁵siau⁵³ngiau⁵³ 南⃞fu¹¹li¹¹mog⁵seu⁵⁵meu⁵⁵,03096,自己不行，不要笑別人差。,諺
狐狸莫笑貓，共樣尾翹翹,fu¹¹li¹¹mog⁵seu⁵⁵meu⁵⁵，kiung⁵⁵iong⁵⁵mi²⁴kieu⁵⁵kieu⁵⁵,四⃞fu¹¹li¹¹mog⁵seu⁵⁵meu⁵⁵，kiung⁵⁵iong⁵⁵mi²⁴kieu⁵⁵kieu⁵⁵ 海⃞fu⁵⁵li⁵⁵mog²siau¹¹ngiau¹¹，kiung³³rhong³³mui⁵³kiau¹¹kiau¹¹ 大⃞fu¹¹³li¹¹³mog⁵⁴siau⁵³ngiau⁵³，kiung⁵³rhong⁵³mui³³kiau⁵³kiau⁵³ 平⃞fu⁵⁵li⁵⁵mog⁵siau⁵³ngiau⁵³，kiung²⁴rhiong²⁴mui¹¹kiau⁵³kiau⁵³ 安⃞fu⁵³li⁵³mo⁵⁵sio³¹ngiau³¹，kung⁵⁵rhiong⁵⁵mui¹¹kio³¹kio³¹,03098,比喻兩人半斤八兩而不知要檢討。,諺
狐群狗黨,fu¹¹kiun¹¹gieu³¹dong³¹,四⃞fu¹¹kiun¹¹gieu³¹dong³¹ 海⃞fu⁵⁵kiun⁵⁵gieu²⁴dong²⁴ 大⃞fu¹¹³kiun¹¹³gieu³¹dong³¹ 平⃞fu⁵⁵kiun⁵⁵gieu⁵³dong⁵³ 安⃞fu⁵³kun⁵³geu³¹dong³¹ 南⃞fu¹¹kiun¹¹gieu³¹dong³¹,03094,比喻相互勾結為非作歹的人。,名
狗,gieu³¹,四⃞gieu³¹ 海⃞gieu²⁴ 大⃞gieu³¹ 平⃞gieu⁵³ 安⃞geu³¹ 南⃞gieu³¹,04027,見「狗仔」。,
狗仔,gieu³¹e³¹,四⃞gieu³¹e³¹ 海⃞gieu²⁴er⁵⁵ 南⃞gieu³¹e³¹,04029,食肉犬科動物的通稱。種類很多，其嗅覺和聽覺都很靈敏，可以訓練來追蹤、守衛、導盲、救生或飼養為寵物，且生性忠誠，為人類之友。,
狗吠,gieu³¹poi⁵⁵,四⃞gieu³¹poi⁵⁵ 海⃞gieu²⁴poi³³ 大⃞gieu³¹poi⁵³ 平⃞gieu⁵³poi²⁴ 安⃞geu³¹pui⁵⁵ 南⃞gieu³¹poi⁵⁵,04032,狗叫。|比喻說話不中聽。,動|動
狗吠火車－－少見多怪,gieu³¹poi⁵⁵fo³¹ca²⁴－－seu³¹gien⁵⁵do²⁴guai⁵⁵,四⃞gieu³¹poi⁵⁵fo³¹ca²⁴－－seu³¹gien⁵⁵do²⁴guai⁵⁵ 海⃞gieu²⁴poi³³fo²⁴cha⁵³－－shau²⁴gien¹¹do⁵³guai¹¹ 大⃞gieu³¹poi⁵³fo³¹cha³³－－sheu³¹gien⁵³do³³guai⁵³ 平⃞gieu⁵³poi²⁴fo⁵³cha¹¹－－shau⁵³gien⁵³do¹¹guai⁵³,04043,在本世紀初期火車是很少見的，狗一見到火車就狂吠不停，後來就用以比喻少見多怪。,諺
狗吠火車－－徒然,gieu³¹poi⁵⁵fo³¹ca²⁴－－tu¹¹ien¹¹,四⃞gieu³¹poi⁵⁵fo³¹ca²⁴－－tu¹¹ien¹¹ 海⃞gieu²⁴poi³³fo²⁴cha⁵³－－tu⁵⁵rhan⁵⁵ 大⃞gieu³¹poi⁵³fo³¹cha³³－－tu¹¹³rhen¹¹³ 平⃞gieu⁵³poi²⁴fo⁵³cha¹¹－－tu⁵⁵rhan⁵⁵ 安⃞geu³¹pui⁵⁵foo³¹cha¹¹－－tu⁵³rhen⁵³,04041,狗對著火車直叫；後來用以比喻徒勞無用之事。,諺
狗呷烏蠅,gieu³¹gab⁵vu²⁴in¹¹,四⃞gieu³¹gab⁵vu²⁴in¹¹ 海⃞gieu²⁴gab²vu⁵³rhin⁵⁵ 大⃞gieu³¹gab⁵⁴vu³³rhin¹¹³ 平⃞gieu⁵³gab⁵vu¹¹rhin⁵⁵ 南⃞gieu³¹gab⁵vu²⁴in¹¹,04039,狗張開嘴要咬蒼蠅，用來比喻白費力氣而無實際功效。,諺
狗嫲,gieu³¹ma¹¹,四⃞gieu³¹ma¹¹ 海⃞gieu²⁴ma⁵⁵ 大⃞gieu³¹ma¹¹³ 平⃞gieu⁵³ma⁵⁵ 安⃞geu³¹ma⁵³ 南⃞gieu³¹ma¹¹,04031,動物名。母狗，雌性的狗。,
狗嫲蛇,gieu³¹ma¹¹sa¹¹,四⃞gieu³¹ma¹¹sa¹¹ 海⃞gieu²⁴ma⁵⁵sha⁵⁵ 大⃞gieu³¹ma¹¹³sha¹¹³ 平⃞gieu⁵³ma⁵⁵sha⁵⁵ 南⃞gieu³¹ma¹¹sa¹¹,04036,動物名。即蜥蜴。為脊椎動物。體表有細小鱗片，頭比胸部狹小，口吻短且厚，四肢粗短具鉤爪，尾巴細長易斷。雄體背面為青綠色，雌體的背面為淡褐色，腹部均呈淡黃色。棲息於草叢中，捕食昆蟲和其他小動物，有冬眠的習性。亦稱為「石龍」、「石龍子」、「四腳蛇」。,
狗尾粟,gieu³¹mi²⁴xiug²,四⃞gieu³¹mi²⁴xiug² 海⃞gieu²⁴mui⁵³siug⁵ 大⃞gieu³¹mui³³siug²¹ 平⃞gieu⁵³mui¹¹siug²,04037,植物名。禾本科狗尾草屬，一年生草本。葉似玉蜀黍而較狹長。果實為顆粒狀，黃色，可食，亦可入藥。為北方糧食之大宗。俗稱為「小米」。,
狗屎,gieu³¹sii³¹,四⃞gieu³¹sii³¹ 海⃞gieu²⁴shi²⁴ 大⃞gieu³¹shi³¹ 平⃞gieu⁵³shi⁵³ 安⃞geu³¹shi³¹ 南⃞gieu³¹sii³¹,04034,狗大便。,名
狗打哦歌嘴,gieu³¹da³¹ngo²⁴go²⁴zoi⁵⁵,四⃞gieu³¹da³¹ngo²⁴go²⁴zoi⁵⁵ 大⃞gieu³¹da³¹ngo¹¹³go³³zhoi⁵³ 南⃞gieu³¹da³¹ngo²⁴go²⁴zoi⁵⁵,04040,僅四縣用，海陸為「狗歕笐」。指狗發長嘯聲，像狼嚎一般。民間傳說是狗看到鬼時才會這樣叫，俗以為是不祥之兆。,動
狗挷犁,gieu³¹bang²⁴lai¹¹,四⃞gieu³¹bang²⁴lai¹¹ 海⃞gieu²⁴bang⁵³lai⁵⁵ 大⃞gieu³¹bang³³le¹¹³ 平⃞gieu⁵³bang¹¹le⁵⁵ 南⃞gieu³¹bang²⁴lai¹¹,04035,狗拖犁，根本拖不動；用以形容一個人因為氣力不夠，做不了粗活。,形
狗掀門簾－－全食一張嘴,gieu³¹hien²⁴mun¹¹liam¹¹－－qion¹¹siid⁵id²zong²⁴zoi⁵⁵,四⃞gieu³¹hien²⁴mun¹¹liam¹¹－－qion¹¹siid⁵id²zong²⁴zoi⁵⁵ 海⃞gieu²⁴hien⁵³mun⁵⁵liam⁵⁵－－cion⁵⁵shid²rhid⁵zhong⁵³zhoi¹¹ 大⃞gieu³¹hien³³mun¹¹³liam¹¹³－－cion¹¹³shid⁵⁴rhid²¹zhong³³zhoi⁵³ 平⃞gieu⁵³hien¹¹mun⁵⁵liam⁵⁵－－cion⁵⁵shid⁵rhid²zhong¹¹zhe⁵³,04044,狗要掀開門簾只能用嘴，此句用以諷刺只有空談而無實際行動的人。,諺
狗有搖尾牯，人有笑面虎,gieu³¹iu²⁴ieu¹¹mi²⁴gu³¹，ngin¹¹iu²⁴seu⁵⁵mien⁵⁵fu³¹,四⃞gieu³¹iu²⁴ieu¹¹mi²⁴gu³¹，ngin¹¹iu²⁴seu⁵⁵mien⁵⁵fu³¹ 海⃞gieu²⁴rhiu⁵³rhau⁵⁵mui⁵³gu²⁴，ngin⁵⁵rhiu⁵³siau¹¹mien¹¹fu²⁴ 大⃞gieu³¹rhiu³³rheu¹¹³mui³³gu³¹，ngin¹¹³rhiu³³siau⁵³mien⁵³fu³¹ 平⃞gieu⁵³rhiu¹¹rhiau⁵⁵mui¹¹gu⁵³，ngin⁵⁵rhiu¹¹siau⁵³mien⁵³fu⁵³ 安⃞geu³¹rhiu¹¹rhio⁵³mui¹¹gu³¹，ngin⁵³rhiu¹¹sio³¹mien³¹fu³¹ 南⃞gieu³¹iu²⁴ieu¹¹mi²⁴gu³¹，ngin¹¹iu²⁴seu⁵⁵mien⁵⁵fu³¹,04045,狗有搖尾乞憐的，而人也有笑臉迎人卻有存心不良的；此句用以勸人要懂得保護自己，防人之心不可無。,諺
狗歕笐,海⃞gieu²⁴pun⁵⁵gong⁵⁵ 平⃞gieu⁵³pun⁵⁵gong⁵⁵,海⃞gieu²⁴pun⁵⁵gong⁵⁵ 平⃞gieu⁵³pun⁵⁵gong⁵⁵,04038,僅海陸用，四縣為「狗打哦歌嘴」。狗發出長嘯聲，有如狼嚎一般。民間傳說是狗看到鬼時才會這樣叫，俗以為是不祥之兆。,動
狗牯,gieu³¹gu³¹,四⃞gieu³¹gu³¹ 海⃞gieu²⁴gu²⁴ 大⃞gieu³¹gu³¹ 平⃞gieu⁵³gu⁵³ 安⃞geu³¹gu³¹ 南⃞gieu³¹gu³¹,04030,動物名。公狗，雄性的狗。,
狗竇,gieu³¹deu⁵⁵,四⃞gieu³¹deu⁵⁵ 海⃞gieu²⁴deu¹¹ 大⃞gieu³¹deu⁵³ 平⃞gieu⁵³deu⁵³ 南⃞gieu³¹deu⁵⁵,04028,狗窩、狗屋。給狗住的地方。|形容人居住的環境骯髒、雜亂無比。,名|名
狗蝨,gieu³¹sed²,四⃞gieu³¹sed² 海⃞gieu²⁴sed⁵ 大⃞gieu³¹sed²¹ 平⃞gieu⁵³sed² 安⃞geu³¹sed²⁴ 南⃞gieu³¹sed²,04033,動物名。昆蟲綱微翅目。體形很小，暗褐色，後腿長而有力，善於跳躍。多寄生在哺乳動物或禽鳥身上，吸吮血液為生，是傳染鼠疫等疾病的媒介。,
狗食糯米－－無變,gieu³¹siid⁵no⁵⁵mi³¹－－mo¹¹bien⁵⁵,四⃞gieu³¹siid⁵no⁵⁵mi³¹－－mo¹¹bien⁵⁵ 海⃞gieu²⁴shid²no³³mi²⁴－－mo⁵⁵bien¹¹ 大⃞gieu³¹shid²¹no⁵³mi³¹－－mo¹¹³bien⁵³ 平⃞gieu⁵³shid⁵nu²⁴mi⁵³－－mo⁵⁵bien⁵³ 安⃞geu³¹shied⁴³nu⁵⁵mi³¹－－mo⁵³bien³¹ 南⃞gieu³¹siid⁵no⁵⁵mi³¹－－mo¹¹bien⁵⁵,04042,形容一個人本性難移。,諺
狡,gau³¹,四⃞gau³¹ 海⃞gau²⁴ 大⃞gau³¹ 平⃞gau⁵³ 安⃞gau³¹ 南⃞gau³¹,03605,奸險詭詐。,
狡猾,gau³¹vad⁵,四⃞gau³¹vad⁵ 海⃞gau²⁴vad² 大⃞gau³¹vad⁵⁴ 平⃞gau⁵³vad⁵ 南⃞gau³¹vad⁵,03606,奸險多詐。,形
狸,li¹¹,四⃞li¹¹ 海⃞li⁵⁵ 大⃞li¹¹³ 平⃞li⁵⁵ 安⃞li⁵³ 南⃞li¹¹,07473,即「貍」。動物名。色灰褐，間雜黃色且有斑點，嘴尖。穴居近村野地，晝伏夜出，捕食雞、鴨等小動物。,
狹,hab⁵,四⃞hab⁵ 海⃞hab² 大⃞hab⁵⁴ 平⃞hab⁵ 安⃞heeb⁴³ 南⃞hab⁵,04889,窄小、不寬闊。與「寬」、「廣」相對。,
狹擳擳,hab⁵jied⁵jied⁵,四⃞hab⁵jied⁵jied⁵ 海⃞hab²zied²zied² 大⃞hab⁵⁴zied⁵⁴zied⁵⁴ 平⃞hab⁵zied⁵zied⁵,04891,形容狹窄的樣子。,形
狹蹶蹶,hab⁵kied⁵kied⁵,四⃞hab⁵kied⁵kied⁵,04890,僅四縣用。形容很狹窄的樣子。,形
狼,long¹¹,四⃞long¹¹ 海⃞long⁵⁵ 大⃞long¹¹³ 平⃞long⁵⁵ 安⃞long⁵³ 南⃞long¹¹,08029,動物名。為哺乳動物。形狀似犬，頭銳嘴尖，嗅覺靈敏，聽覺佳。性情凶狠，晝伏夜出，會襲擊人畜。|用來形容貪狠之人。|形容散亂不整的樣子。,||
狼狼犁犁,long¹¹long¹¹lai¹¹lai¹¹,四⃞long¹¹long¹¹lai¹¹lai¹¹ 海⃞long⁵⁵long⁵⁵lai⁵⁵lai⁵⁵ 大⃞long¹¹³long¹¹³lai¹¹³lai¹¹³ 平⃞long⁵⁵long⁵⁵le⁵⁵le⁵⁵ 安⃞long⁵³long⁵³le⁵³le⁵³ 南⃞long¹¹long¹¹lai⁵⁵lai⁵⁵,08032,形容東西擺放得很雜亂的樣子。犁，本字未定，從俗暫用。,形
狼狽,long¹¹bi⁵⁵,四⃞long¹¹bi⁵⁵ 海⃞long⁵⁵bui¹¹ 大⃞long¹¹³bui⁵³ 平⃞long⁵⁵bui⁵³ 安⃞long⁵³pue⁵⁵ 南⃞long¹¹bi⁵⁵,08030,形容一個人身心困頓疲乏、精神不振的樣子。,形
狼離狼犁,long¹¹li¹¹long¹¹lai¹¹,四⃞long¹¹li¹¹long¹¹lai¹¹ 海⃞long⁵⁵li⁵⁵long⁵⁵lai⁵⁵ 大⃞long¹¹³li¹¹³long¹¹³lai¹¹³ 平⃞long⁵⁵li⁵⁵long⁵⁵le⁵⁵ 安⃞long⁵³li⁵³long⁵³le⁵³ 南⃞long¹¹li¹¹long¹¹lai⁵⁵,08031,形容東西凌亂不堪。犁，本字未定，從俗暫用。,形
狽,bi⁵⁵,四⃞bi⁵⁵ 海⃞bui¹¹ 大⃞bi⁵³ 平⃞bui⁵³ 安⃞pue⁵⁵ 南⃞bi⁵⁵,00441,傳說中的一種野獸，與狼相似且前腳較短。,
猛,mang²⁴,四⃞mang²⁴ 海⃞mang⁵³白 大⃞mang³³ 平⃞mang¹¹ 安⃞mang³¹ 南⃞mang²⁴,08311,凶惡、凶殘。|劇烈、激烈。|努力、竭力。,||
猛,men²⁴,四⃞men²⁴ 海⃞men⁵³文 大⃞mang³³ 平⃞men⁵³ 安⃞mang³¹ 南⃞men²⁴,08373,勇健、勇武。|凶惡、凶殘。|急遽、急驟。,||
猛火,mang²⁴fo³¹,四⃞mang²⁴fo³¹ 海⃞mang⁵³fo²⁴ 大⃞mang³³fo³¹ 平⃞mang¹¹fo⁵³ 安⃞mang³¹foo³¹ 南⃞mang²⁴fo³¹,08312,形容火勢猛烈。,形
猛虎,men²⁴fu³¹,四⃞men²⁴fu³¹ 海⃞men⁵³fu²⁴ 大⃞mang³³fu³¹ 平⃞men⁵³fu⁵³ 安⃞mang³¹fu³¹ 南⃞men²⁴fu³¹,08374,凶惡勇猛的老虎。,名
猜,cai²⁴,四⃞cai²⁴ 海⃞cai⁵³ 大⃞cai³³ 平⃞cai¹¹ 安⃞cai¹¹ 南⃞cai²⁴,00914,推測。,
猜,jiang²⁴,四⃞jiang²⁴ 海⃞ziang⁵³ 大⃞cai³³ 平⃞cai¹¹ 南⃞jiang³¹,06495,划拳。,
猜想,cai²⁴xiong³¹,四⃞cai²⁴xiong³¹ 海⃞cai⁵³siong²⁴ 大⃞cai³³siong³¹ 平⃞cai¹¹siong⁵³ 安⃞cai¹¹siong⁵⁵ 南⃞cai²⁴xiong³¹,00916,猜測想像。,動
猜拳,jiang²⁴kien³¹,四⃞jiang²⁴kien³¹ 海⃞ziang⁵³kien²⁴ 大⃞cai³³kien⁵³ 南⃞jiang³¹gien³¹,06496,酒席上的遊戲。兩人同時伸手，並喊對方所出手指的數目，猜對者勝，輸者喝酒。另有以所出手指多少決勝負的玩法。|一種比手勢的遊戲。玩遊戲的人同時伸手，只展開食指、中指是代表剪刀，握拳代表石頭，攤開手掌則代表布，三者相互剋制，以較勝負。,外|外
猜疑,cai²⁴ngi¹¹,四⃞cai²⁴ngi¹¹ 海⃞cai⁵³ngi⁵⁵ 大⃞cai³³ngi¹¹³ 平⃞cai¹¹ngi⁵⁵ 安⃞cai¹¹ngi⁵³ 南⃞cai²⁴ngi¹¹,00915,猜想懷疑。,動
猴,heu¹¹,四⃞heu¹¹ 海⃞heu⁵⁵ 大⃞heu¹¹³ 平⃞heu⁵⁵ 安⃞heu⁵³ 南⃞heu¹¹,05109,見「猴仔」。,
猴仔,heu¹¹e³¹,四⃞heu¹¹e³¹ 海⃞heu⁵⁵er⁵⁵ 平⃞heu⁵⁵er⁵³ 南⃞heu¹¹e³¹,05110,動物名。脊椎動物門哺乳綱靈長目。種類繁多，形似人類。身上有毛，呈灰色或褐色。有尾巴，好群居，口腔有儲存食物的頰囊。以果實、野菜、鳥卵和昆蟲為食。,
猴哥,heu¹¹go²⁴,四⃞heu¹¹go²⁴ 海⃞heu⁵⁵go⁵³ 大⃞heu¹¹³go³³ 平⃞heu⁵⁵go¹¹ 南⃞heu¹¹go²⁴,05111,猴子。|對朋友的一種暱稱。,名|名
猴哥仔,heu¹¹go²⁴e³¹,四⃞heu¹¹go²⁴e³¹ 海⃞heu⁵⁵go⁵³er⁵⁵ 平⃞heu⁵⁵go¹¹er⁵³ 南⃞heu¹¹go²⁴e³¹,05114,（貶）罵人很頑皮，就像猴子一樣。,形
猴戲,heu¹¹hi⁵⁵,四⃞heu¹¹hi⁵⁵ 海⃞heu⁵⁵hi¹¹ 大⃞heu¹¹³hi⁵³ 平⃞heu⁵⁵hi⁵³ 安⃞heu⁵³hi³¹,05112,由已馴服的猴子模倣人做著衣、翻筋斗、騎車等表演的節目。,名
猴毋成猴，狗毋成狗,heu¹¹m¹¹sang¹¹heu¹¹，gieu³¹m¹¹sang¹¹gieu³¹,四⃞heu¹¹m¹¹sang¹¹heu¹¹，gieu³¹m¹¹sang¹¹gieu³¹ 海⃞heu⁵⁵m⁵⁵shang⁵⁵heu⁵⁵，gieu²⁴m⁵⁵shang⁵⁵gieu²⁴ 大⃞heu¹¹³m¹¹³shang¹¹³heu¹¹³，gieu³¹m¹¹³shang¹¹³gieu³¹ 平⃞heu⁵⁵m⁵⁵shang⁵⁵heu⁵⁵，gieu⁵³m⁵⁵shang⁵⁵gieu⁵³ 安⃞heu⁵³m⁵⁵shang⁵³heu⁵³，geu³¹m⁵⁵shang⁵³geu³¹ 南⃞heu¹¹m¹¹sang¹¹heu¹¹，gieu³¹m¹¹sang¹¹gieu³¹,05116,不像樣、不像話。|畫得不像。,諺|諺
猴面,heu¹¹mien⁵⁵,四⃞heu¹¹mien⁵⁵ 海⃞heu⁵⁵mien¹¹ 大⃞heu¹¹³mien⁵³ 平⃞heu⁵⁵mien⁵³ 安⃞heu⁵³mien³¹ 南⃞heu¹¹mien⁵⁵,05113,（貶）形容一個人無理取鬧，容易翻臉。|（貶）謔罵別人相貌不好看。,形|形
猴頭老鼠耳,heu¹¹teu¹¹lo⁵⁵cu³¹ngi³¹,四⃞heu¹¹teu¹¹lo⁵⁵cu³¹ngi³¹ 海⃞heu⁵⁵teu⁵⁵lo²⁴chu²⁴ngi²⁴ 大⃞heu¹¹³teu¹¹³lo⁵³chu³¹ngi³¹ 平⃞heu⁵⁵teu⁵⁵lo⁵³chu⁵³ngi⁵³ 安⃞heu⁵³teu⁵³loo³¹chi³¹ngi³¹ 南⃞heu¹¹teu¹¹no⁵⁵cu³¹ngi³¹,05115,比喻相貌不美或詭計多端的人。|形容精靈狡猾或鬼祟閃躲的樣子。,諺|諺
猶,iu¹¹,四⃞iu¹¹ 海⃞rhiu⁵⁵ 大⃞rhiu¹¹³ 平⃞rhiu⁵⁵ 安⃞rhiu⁵³ 南⃞iu¹¹,06299,依然、尚且。|如同、好像。|姓。,||
猾,vad⁵,四⃞vad⁵ 海⃞vad² 大⃞vad⁵⁴ 平⃞vad⁵ 安⃞bbad⁴³ 南⃞vad⁵,13373,奸詐、不誠實。,
